Plate IFU PA_Ha PA_Ha_Error Ha_Vsyst PA_Stellar PA_Stellar_Error Stellar_Vsyst PA_drpall
8335 9101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 134.55599975585938
8454 6102 89.0 5.5 0.6218783193942485 138.5 89.75 8.55116533792799 113.62899780273438
8454 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 122.15599822998047
8455 12703 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 9.404080390930176
8253 1902 125.5 25.75 6.651585940697771 339.0 31.0 7.428783133090139 159.2740020751953
8258 6102 71.0 1.25 -17.204392444846548 65.5 3.25 -3.7446452323342854 68.82929992675781
8257 3701 172.0 2.0 18.508955656162748 178.0 7.0 17.988987811326723 175.75399780273438
8274 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 103.06600189208984
8451 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 103.06600189208984
8451 6104 278.0 1.25 -23.85146646927212 351.5 74.75 2.12527857773998 177.90199279785156
8466 6102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 179.71099853515625
8261 9101 315.0 6.0 39.04528427124025 132.5 7.5 30.624188660731875 134.17599487304688
8464 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 151.96499633789062
8464 1902 178.5 8.750000000000004 5.959653854370117 160.5 10.25 1.797362509881161 135.37399291992188
8317 12701 94.0 24.0 30.618750720395244 335.5 8.25 14.482064228547781 100.49800109863281
8318 12701 293.5 8.5 0.0 342.0 3.5 -6.222762502048937 159.8489990234375
8447 6102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 136.86500549316406
9039 1902 192.5 5.75 10.11447814647471 349.0 3.0 20.760747403377735 165.49099731445312
9041 12705 315.5 13.0 0.0 45.5 1.75 22.847154348022144 45.239200592041016
9028 3702 186.0 10.250000000000005 21.459566116333008 20.0 8.5 14.330259577848196 16.95829963684082
9028 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 41.00510025024414
8568 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 99.18669891357422
8568 1901 31.0 4.5 15.619801167655936 323.0 3.75 19.114703355584318 150.72500610351562
8253 1901 151.5 89.75 -3.4265682384303453 229.5 36.75 -2.675494645069465 88.6675033569336
8253 9101 115.5 4.0 0.0 153.0 3.25 -0.0030441820361799543 155.7480010986328
8254 3701 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 130.7480010986328
8254 3703 54.0 31.5 2.4402390653937616 67.5 16.5 1.4679871376888585 66.19190216064453
8466 1901 150.0 89.75 0.24173251203352208 239.5 10.75 9.023515083811139 60.27109909057617
8946 3703 144.0 4.0 21.906271342880473 193.0 4.5 9.54255147895644 156.97500610351562
8946 9102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 155.98699951171875
8945 6102 104.5 3.0 15.747610995416721 100.0 1.5 5.727202729179069 100.2239990234375
8259 1901 319.5 32.5 20.2785319778014 44.5 19.5 8.058383791103491 58.08769989013672
8261 12701 343.0 2.25 -8.962615966796875 194.5 15.250000000000007 8.012047937940645 148.02499389648438
8262 6102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 22.170400619506836
8317 12702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 35.1505012512207
8318 1901 315.5 6.25 37.387322175903726 118.0 5.75 16.38533141398304 117.08599853515625
8465 1902 240.5 14.75 6.659114718437195 242.0 21.75 1.9142345893912593 77.9136962890625
9049 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 128.4550018310547
9047 6102 23.0 9.75 25.19894957703805 328.5 41.75 17.677246806848586 65.6458969116211
9047 1901 231.0 7.5 -3.2336496645115353 265.5 6.75 -7.044959612081119 98.10299682617188
9047 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 31.57379913330078
9048 3703 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 127.88300323486328
9048 1901 74.5 9.5 7.242064334747351 92.5 13.75 4.825309289317982 112.7750015258789
9047 12701 119.0 17.5 -0.06072095419589374 222.0 89.75 17.994029998779297 75.19999694824219
9492 3702 306.0 36.25 18.95924406693923 61.0 4.75 23.07876182840126 68.47049713134766
9497 12705 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 123.28199768066406
9509 6102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 66.81919860839844
9507 9101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 105.11199951171875
8158 3702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 162.4929962158203
9002 12703 51.5 3.5 -167.78738545723968 97.0 14.5 2.2440117399974255 107.4749984741211
9045 6103 356.5 7.25 -3.2703304794956978 71.0 17.25 16.18477173878826 80.1249008178711
9888 3703 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 3.336980104446411
9042 12705 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 51.00120162963867
9888 6101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 56.21369934082031
9888 1902 334.0 3.75 0.0 353.5 16.25 9.88551431585234 144.17799377441406
9050 3701 256.0 5.5 11.852272033691406 239.5 4.0 4.321975546054489 64.9126968383789
9048 6101 60.0 6.0 -2.734687127154551 41.5 89.75 -4.430944643255561 62.90999984741211
8326 9101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 94.7572021484375
9868 3704 218.0 2.25 22.470911253017675 100.5 89.75 3.962547595287445 121.41500091552734
8552 1902 35.5 8.5 -10.592721437995925 47.5 11.25 -3.945756484244164 33.85260009765625
8552 9102 54.0 6.0 21.66339111328125 92.0 13.5 9.652763604517983 134.07000732421875
7443 6104 101.0 4.0 1.7751268599846206 286.0 3.0 -6.877664687653862 113.23400115966797
8131 12705 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 93.07080078125
